clean_summary_text,clean_article_text,auto_id,summary
deklarasi jakarta 2005 perlu ditindaklanjuti agar indonesia dapat menggarap ekspor ke negara-negara afrika. kalangan industri meminta pemerintah mengkaji ulang berbagai kebijakan ekonomi.,"jakarta: tekad negara-negara asia dan afrika meningkatkan kerja sama ekonomi dan perdagangan dalam deklarasi jakarta 2005 perlu ditindaklanjuti. demikian diungkapkan menteri perdagangan mari elka pangestu di jakarta, ahad ( 24/4 ) [ baca: forum bisnis menyepakati deklarasi jakarta 2005 ]. menurut mari, pasar ekspor ke negara-negara afrika masih kurang tergarap. ketua umum kamar dagang dan industri indonesia ( kadin ) m. s. hidayat mengatakan, pihaknya sedang mencoba memasarkan dan membuat strategi baru dalam memasarkan produk indonesia, termasuk barang bikinan pengusaha kecil dan menengah ( ukm ). "" kami melihat ada pasar terbuka di luar amerika serikat dan eropa yang sudah konvensional itu, "" kata hidayat. selain untuk meningkatkan kerja sama ekonomi, deklarasi jakarta 2005 diharapkan dapat mendekatkan negara-negara asia dan afrika dengan negara-negara maju. di antaranya dengan sejumlah negara yang tergabung dalam g-8, uni eropa, serta bank dunia. sedangkan pengamat ekonomi yose rizal damuri berpendapat, deklarasi itu seharusnya juga mengedepankan solusi pengentasan kemiskinan dan beban utang luar negeri negara-negara asia dan afrika. sementara kalangan industri meminta pemerintah mengkaji ulang berbagai kebijakan ekonomi dengan biaya tinggi jika ingin memaksimalkan ekspor ke negara-negara asia dan afrika. dengan demikian, berbagai produk industri memiliki daya saing yang setingkat dengan negara lain. "" jadi cost pelabuhan kita cukup tinggi dibanding dengan negara-negara lain, "" ujar wakil ketua asosiasi pertekstilan indonesia ( api ) mintardjo halim [ baca: pengusaha tekstil kembali mengeluhkan besarnya pungli ]. total ekspor sepatu sepanjang 2004 hanya sekitar us$ 11 juta. padahal, 10 tahun silam nilai ekspor sepatu dapat mencapai us$ 25 juta. untuk produk tekstil, transaksi perdagangan 2004 mencapai us$ 360 juta. ( dnp/tim liputan 6 sctv ).",96,deklarasi jakarta 2005 perlu ditindaklanjuti karena pasar ekspor ke negara - negara afrika masih kurang tergarap. kalangan industri meminta pemerintah mengkaji ulang berbagai kebijakan ekonomi.
"gus dur menyatakan dpp pkb akan tetap menjalankan kepengurusan baru sesuai dengan muktamar di semarang, jateng. islah di antara kubu yang berseteru dinilai dapat dilakukan asalkan mereka bersih.","jakarta: di tengah-tengah penolakan hasil muktamar ke-2 di semarang, jawa tengah, dewan pimpinan pusat partai kebangkitan bangsa bertekad tetap menjalankan kepengurusan baru. dpp pkb tak akan menanggapi sejumlah kalangan, termasuk saifullah yusuf dan alwi shihab yang menolak hasil muktamar, dan melaporkannya ke menteri hukum dan hak asasi manusia. sikap ini ditegaskan ketua umum dewan syuro dpp pkb k. h. abdurrahman wahid alias gus dur di jakarta, ahad ( 24/4 ) [ baca: kubu alwi meminta hasil muktamar tak disahkan ]. menurut gus dur, tudingan mantan wakil ketua umum dewan tanfidz dpp pkb mahfud mdtermasuk yang menolakmengenai adanya kecurangan dalam muktamar, amat lemah. apalagi menyangkut proses susunan kepengurusan. gus dur mengatakan, materi soal rangkap jabatan dan syarat calon ketua umum, seperti minimal lima tahun mengabdi sebagai pengurus, tak bermaksud menjegal orang-orang tertentu. "" profesor doktor mohamad mahfud md keliru, "" ujar gus dur. menanggapi islah di antara kubu yang berseteru, gus dur menyatakan, kemungkinan dapat dilakukan. itu pun bila kedua pihak sama-sama bersih dan baik. dpp juga akan menawarkan jabatan wakil ketua umum dewan tanfidz untuk mendampingi muhaimin iskandar. intinya, pengurus pkb yang baru akan tetap merangkul mereka untuk bergabung kembali. ( ors/anastasya andriarti dan noviar jamal ).",97,"ketua umum dewan syuro partai kebangkitan bangsa k. h. abdurrahman wahid menegaskan, dpp pkb tetap akan menjalankan kepengurusan baru. islah di antara kubu yang berseteru diyakini dapat dilakukan."
"kapolres pulau ambon dan pulau-pulau lease akbp leonidas braksan menyatakan situasi keamanan di kota ambon, maluku, secara umum kondusif dan warga tetap beraktivitas seperti biasa. sweeping akan terus digelar.","ambon: menjelang detik-detik peringatan hari ulang tahun republik maluku selatan yang jatuh pada hari ini, situasi keamanan di kota ambon, maluku, masih kondusif. kegiatan masyarakat setempat juga berjalan seperti biasa. "" tapi memang [ situasi ] tidak begitu ramai seperti biasanya. mungkin masyarakat menunggu-nunggu apa yang akan terjadi hari ini, "" kata kepala kepolisian resor pulau ambon dan pulau-pulau lease ajun komisaris besar polisi leonidas braksan dalam telewicara dengan sctv, senin ( 25/4 ) pagi. leonidas memperkirakan, jika masyarakat merasa aman, mungkin semuanya kembali berjalan normal. karena itu, leonidas menyatakan, pihaknya akan tetap terus menggelar sweeping. langkah ini untuk mengantisipasi segala kemungkinan. apalagi, sempat ditemukan sebuah kaleng biskuit yang disangka bom sekitar pukul 06. 00 wit. namun, setelah diperiksa ternyata hanya berisikan potongan kayu. kemarin, warga ambon juga tetap beraktivitas seperti biasa. arus lalu lintas di jalan raya maupun kegiatan jual beli di sejumlah pasar tradisional berjalan normal. teror bom di ambon plaza dan di jalan sultan khairun, sabtu silam, tampak tak mengganggu ketenangan warga [ baca: pasangan suami istri pentolan rms dibekuk ]. terkait hut rms, tak hanya pihak keamanan di ambon yang sibuk. di makassar, sulawesi selatan, kesibukan serupa juga terjadi. sejumlah razia digelar di sejumlah wilayah makasar, seperti pelabuhan dan jalan-jalan utama. razia ini untuk mengantisipasi kegiatan yang dilakukan para simpatisan rms dalam menyambut ulang tahun organisasi itu ke-55. ( mak/tim liputan 6 sctv ).",98,"kapolres pulau ambon dan pulau - pulau lease akbp leonidas braksan menyatakan situasi keamanan di kota ambon, maluku, masih kondusif menjelang detik - detik peringatan hut rms yang jatuh hari ini."
polda maluku yang menyisiri sejumlah tempat di ambon menemukan beberapa bendera rms. polisi bahkan sempat menurunkan empat bendera rms di pulau haruku. situasi ambon sendiri tampak berjalan normal.,"ambon: jajaran kepolisian daerah maluku terus mencari atribut republik maluku selatan di pulau ambon, senin ( 25/4 ). penyisiran yang dilakukan sejak pukul 03. 30 dini hari hingga pukul 07. 00 wit itu terkait peringatan hari ulang tahun republik maluku selatan yang jatuh pada hari ini. polisi berhasil menemukan bendera rms di sejumlah lokasi di pulau ambon. antara lain di dekat kuburan cina kawasan benteng yang berdekatan dengan kediaman ketua front kedaulatan maluku alexander hermanus manuputty alias alex manuputty. dua bendera rms juga ditemukan di larier dan masing-masing satu di kawasan waimahu, gunung nona, dan liliboi. polisi juga menurunkan empat bendera rms yang sempat dikibarkan di atas gunung di desa aboru, pulau haruku, maluku. sementara itu pantauan dari udara memperlihatkan suasana kota ambon yang terlihat normal. aktivitas warga ambon berlangsung seperti biasa, meski tak ramai seperti biasanya. beberapa kantor pemerintah dan aktivitas sekolah setempat berjalan normal [ baca: situasi keamanan di ambon kondusif ]. ( mak/sahlan heluth dan juhry samanery ).",99,"polisi berhasil menemukan bendera rms di sejumlah lokasi di pulau ambon. polisi juga menurunkan empat bendera rms yang sempat dikibarkan di atas gunung di desa aboru, pulau haruku, maluku."
"tersangka kasus korupsi mulyana w. kusumah akan diperiksa kpk mulai pukul 10. 00 wib hari ini. mulyana akan dimintai keterangan dalam kasus dugaan suap, belum pada kasus dugaan korupsi.","jakarta: mulyana w. kusumah akan kembali diperiksa komisi pemberantasan korupsi. dalam pemeriksaan yang dimulai pukul 10. 00 wib itu, mulyana akan dimintai keterangan dalam kasus dugaan suap. belum pada kasus dugaan korupsi atau hasil audit kpu. demikian diungkapkan kuasa hukum mulyana, sirra prayuna di jakarta, senin ( 25/4 ). menurut sirra, mulyana akan dikonfrontir dengan seorang saksi yang hingga kini belum diketahui identitasnya. saksi yang akan dihadirkan diperkirakan adalah auditor badan pemeriksa keuangan, khairiansyah. seperti diketahui, anggota komisi pemilihan umum ini ditangkap di sebuah hotel di jakarta saat diduga hendak memberikan uang suap kepada khairiansyah. namun, saat itu, mulyana merasa dijebak [ baca: mulyana merasa dijebak ]. menghadapi rencana pemeriksaan ini, kondisi kesehatan mulyana dilaporkan dalam keadaan sehat. ia kini tengah menunggu jemputan untuk dibawa dari rumah tahanan salemba, jakarta pusat, menuju ke kantor kpk. ( toz/tim liputan 6 sctv ).",100,"mulyana akan dikonfrontir dengan seorang saksi yang hingga kini belum diketahui identitasnya. saksi yang akan dihadirkan diperkirakan adalah auditor bpk, khairiansyah."
"kantor-kantor pemerintah di kota ambon, maluku, sepi, karena banyak pegawai negeri yang tidak masuk pada peringatan hari ulang tahun republik maluku selatan. pengibar bendera rms di liliboi, ditangkap.","ambon: suasana kota ambon, maluku, tampak normal, senin ( 25/4 ). dari pantauan udara pagi tadi, tidak tampak bendera republik maluku selatan ( rms ) yang berkibar. aktivitas pelayanan di kantor-kantor pemerintahan lebih sepi dibanding biasanya. sebagian pegawai kantor pemerintah di kota ambon memilih tidak masuk tanpa alasan jelas pada peringatan hari ulang tahun rms, hari ini. seorang tersangka pengibar bendera rms ditahan kepolisian resor pulau ambon dan pulau-pulau lease, tadi malam. sementara itu, hari ini, lalu lintas masih dipenuhi kendaraan. meski warga yang ditemui mengakui jalanan tidak ramai. aktivitas sekolah juga berjalan normal. kepala polres pulau ambon dan pulau-pulau lease ajun komisaris besar polisi leonidas braksan mengatakan, lima bendera rms yang sempat dikibarkan sudah berada di tangan polisi. dua bendera rms ditemukan di kawasan desa passo dan lainnya masing-masing berkibar di gunung nona, liliboi, dan waimahu. polisi mengatakan, beberapa bendera rms sempat dikibarkan tadi malam. tapi, setelah disisir, tidak tampak lagi bendera rms yang berkibar, baik di atas gedung maupun di puncak-puncak bukit di beberapa wilayah ambon. meski menemukan sejumlah bendera rms, polisi baru menetapkan seorang tersangka. dia diduga mengibarkan bendera rms di liliboi [ baca: atribut rms masih ditemukan di ambon ]. untuk mengamankan ambon, polisi telah mendirikan 76 pos di seluruh pulau ambon dan pulau-pulau lease. sebanyak 59 pos di antaranya berdiri di daerah yang dianggap paling rawan pengibaran bendera kelompok separatis ini. semalam sempat terjadi insiden penangkapan seorang warga di daerah waihoka. warga ini dibekuk sekelompok warga lain yang tengah ronda malam karena gerak-geriknya mencurigakan. warga yang diduga hendak mengibarkan bendera rms di daerah waihoka akhirnya diserahkan ke polisi. beberapa hari terakhir, suasana kota ambon relatif cukup panas. ketegangan ditandai sejumlah ledakan, teror bom, dan penangkapan-penangkapan terhadap sejumlah tokoh dan simpatisan rms di wilayah itu [ baca: pasangan suami istri pentolan rms dibekuk ]. ( tna/sahlan heluth dan juhry samanery ).",101,"sebagian pegawai pemerintah di kota ambon, maluku, memilih tidak masuk tanpa alasan jelas pada peringatan hari ulang tahun republik maluku selatan, hari ini. seorang tersangka pengibar bendera rms ditahan."
"heriyanto diketahui menyembunyikan 25 paket ganja seberat 33 kilogram di rumah kosong di kampung sidodadi, bangunrejo, lampung tengah. ganja itu dititipkan oleh tiga warga aceh yang masih dikejar.","lampung tengah: tim reserse kriminal kepolisian resor lampung tengah, lampung, menangkap heriyanto yang memiliki 33 kilogram ganja, tak lama berselang. karena berusaha melarikan diri saat digerebek, warga desa ponco warno, lampung tengah, harus dirawat di rumah sakit karena luka tembak di kaki. dari keterangan heriyanto atau haji heri, warga kalirejo, polisi menemukan 25 paket ganja seberat 33 kilogram yang disembunyikan di rumah kosong di kampung sidodadi, bangunrejo. menurut heriyanto, barang terlarang itu titipan tiga warga aceh. ganja itu tiba di rumahnya diantar sebuah truk pengangkut pasir pada 29 maret silam. dia mengaku dijanjikan imbalan satu kilogram ganja dari setiap 10 kilogram ganja yang dititipkan. pekan silam, tim reskrim polres lampung tengah menggagalkan pengiriman 68, 5 kilogram ganja dari nanggroe aceh darussalam. menurut rencana, puluhan kilogram ganja ini akan diedarkan ke berbagai kawasan di lampung. tujuh warga kalirejo dibekuk. dua dari para tersangka yang dibekuk mengaku ganja itu milik haji heri, warga kalirejo yang kini masih buron [ baca: pengiriman puluhan kilogram ganja dari aceh digagalkan ]. sementara itu, badrus, pegawai negeri sipil ( pns ) kantor administrator pelabuhan sampit kepergok membawa dua paket shabu-shabu oleh tim buru sergap kepolisian resor kotawaringin timur, kalimantan tengah, baru-baru ini. dia ditangkap saat bertransaksi dengan seorang bandar. badrus sempat membuang barang bukti. namun, dia tidak bisa mengelak ketika shabu-shabu itu ditemukan. badrus mengaku mendapatkan barang terlarang itu dari eeng di jalan pelita, kota sampit. di rumah bandar itu, polisi menemukan tiga paket shabu siap jual, dua buah alat isap atau bong, dan satu butir pil ekstasi. ( tna/tim liputan 6 sctv ).",102,"heriyanto, warga desa ponco warno, lampung tengah, ditangkap tim reskrim polres lampung tengah karena berusaha melarikan diri saat digerebek. dari tangan tersangka ditemukan 25 paket ganja seberat 33 kilogram."
sebuah pameran anggrek diadakan di jakarta. keindahan warna serta bentuk berbagai jenis anggrek menjadi daya tarik bunga ini hingga tak heran pameran kali ini dikunjungi ratusan orang.,"jakarta: festival anggrek di jakarta, pekan silam, dipadati sekitar 500 pengunjung. tak hanya melihat-lihat keindahan bunga anggrek, sebagian dari mereka juga membeli. salah satu jenis anggrek yang menarik perhatian adalah anggrek bulan putih. anggrek yang ditetapkan almarhum tien soeharto, istri mantan presiden soeharto, sebagai bunga nasional ini memiliki untaian tersusun sempurna dengan ukuran kelopak nyaris sama dengan tajuk bunganya. anggrek hasil persilangan juga menarik perhatian pengunjung. beragam warna dan rupa anggrek baru dihasilkan lewat persilangan. semisal anggrek katlea yang memiliki warna lembayung dengan sedikit bercak ungu yang didapat dari induknya. anggrek yang dipamerkan dijual dengan harga beragam, mulai dari rp 30 ribu sampai jutaan rupiah, tergantung besar dan jenis spesiesnya. ( sid/cindy agustina dan yuli sasmito ).",103,sekitar 500 pengunjung memadati festival anggrek di jakarta. salah satu jenis anggrek yang menarik perhatian adalah anggrek bulan putih yang memiliki untaian tersusun sempurna dengan ukuran kelopak nyaris sama dengan tajuknya.
sebuah kapal motor tenggelam di perairan kawasan kalimantan selatan. insiden disebabkan kapal yang membawa 15 unit ekskavator tersebut dihantam badai dan ombak besar. sembilan awak kapal belum ditemukan.,"banjarmasin: kapal motor lct tenggelam di perairan tanjung selatan, sekitar 200 kilometer dari banjarmasin, kalimantan selatan, senin ( 25/4 ) dini hari. kapal nahas sedang membawa sekitar 15 unit ekskavator dari jakarta menuju banjarmasin yang akan digunakan untuk pertambangan batu bara di kalsel. informasi yang diperoleh sctv menyebutkan, ketika melalui perairan tanjung selatan, kapal dihantam ombak besar dan badai. kapal langsung tenggelam beserta seluruh isinya. hingga siang hari, sembilan dari 15 awak kapal belum ditemukan dan masih dalam pencarian. enam lainnya selamat setelah dibantu awak kapal lainnya yang kebetulan melintas di perairan tersebut. diperkirakan, korban selamat tiba di banjarmasin, sore ini. ( sid/emir faisal ).",104,"kapal motor lct yang membawa 15 unit ekskavator tenggelam di perairan tanjung selatan, banjarmasin, kalsel. sembilan dari 15 awak kapal belum ditemukan dan masih dalam pencarian."
"jika dianggap perlu, mulyana w. kusumah bersedia dikonfrontir dengan bpk dan dpr soal indikasi penyelewengan dana pemilu di kpu. hari ini komisi pemberantasan korupsi akan menetapkan tersangka baru.","jakarta: mulyana w. kusumah tidak akan cuci tangan menghadapi hasil audit badan pemeriksa keuangan yang menemukan indikasi penyelewengan dana di komisi pemilihan umum. meski terkesan ditinggalkan oleh lembaga penyelenggara pemilu itu, mulyana siap membela kpu di dpr, jika itu dianggap perlu. kesediaan mulyana disampaikan pengacaranya, erizal, di kantor komisi pemberantasan korupsi di jalan veteran, jakarta pusat, senin ( 25/4 ). dia menambahkan, mulyana juga siap dikonfrontir dengan bpk dan dpr untuk mengklarifikasi kasus dugaan penyelewengan dana ini. sedianya erizal akan mendampingi mulyana menjalani pemeriksaan lanjutan di kpk. tapi, batal dan kliennya akan diperiksa di rumah tahanan salemba, jakarta pusat, siang ini [ baca: mulyana kembali diperiksa kpk ]. dari keterangan yang beredar, hari ini, kpk akan menetapkan tersangka baru. sementara itu, konsorsium inisiatif untuk transparansi dan akuntabilitas mendatangi kpk untuk memberikan bukti-bukti baru mengenai dugaan korupsi di kpu. di tempat terpisah, anggota kpu, valina singka mengumumkan penundaan konferensi pers seputar hasil audit investigasi bpk atas kinerja kpu. acara yang dijadwalkan berlangsung hari ini akan diundur hingga selasa besok, pukul 13. 00 wib. padahal, dia sendiri yang mengatakan bahwa keterangan pers atas hasil audit investigasi bpk itu akan disampaikan bersama-sama oleh anggota kpu pada senin ini. sebelumnya, valina meminta semua pihak menghormati proses hukum dan tidak mengambil kesimpulan terlalu cepat atas dugaan korupsi di kpu. "" ini menyangkut harkat martabat lembaga dan para anggota kpu yang tidak boleh kita perlakukan semena-mena, "" kata dia [ baca: masyarakat diminta menghormati proses hukum ]. ( tna/tim liputan 6 sctv ).",105,"meski terkesan ditinggalkan oleh kpu, mulyana w. kusumah siap membela kpu di dpr, jika itu dianggap perlu. anggota kpu, valina singka, menunda konferensi pers seputar hasil audit investigasi bpk atas kinerja kpu."
"presiden susilo bambang yudhoyono dan presiden cina hun jintao meneken sejumlah kesepakatan ekonomi. antara lain kerja sama di bidang perdagangan, investasi, maritim, penanganan gempa, dan kredit.","tepi barat: presiden susilo bambang yudhoyono dan presiden cina hun jintao menandatangani kerja sama perdagangan, investasi, maritim, hibah serta utang, dan pertahanan. kesepakatan ini diteken di istana negara, jakarta senin, ( 25/4 ). jintao ditemani istrinya, liu yongqing, dan beberapa menteri cina. kedua pemimpin negara juga meneken kerja sama penanganan gempa tsunami dan bantuan kredit dari cina senilai us$ 300 juta. cina-indonesia sepakat pula bekerja sama dalam perpanjangan visa diplomatik. pertemuan ini untuk menindaklanjuti hasil pembicaraan di konferensi tingkat tinggi asia-afrika dalam memperingati pesta emas konferensi asia-afrika di bandung, jawa barat, kemarin. sebelumnya, pemerintah cina menyampaikan bantuan uang tunai sebesar us$ 600 ribu yang disalurkan dalam dua bagian. menurut duta besar cina untuk indonesia lan lijun, uang us$ 300 ribu pertama untuk rekonstruksi nias, sumatra utara. sisanya, diserahkan ke organisasi masyarakat tionghoa di medan, sumut [ baca: cina dan vietnam menyumbang untuk korban tsunami ]. ( tna/fransambudi ).",106,"presiden yudhoyono dan presiden cina hun jintao menandatangani kerja sama perdagangan, investasi, maritim, hibah serta utang, dan kredit. cina - indonesia sepakat pula bekerja sama dalam perpanjangan visa diplomatik."
"pomdam jaya akan mendatangkan psikiater untuk memeriksa praka bc, tersangka kasus penembakan di senayan, jakarta pusat. lettu sri tigo kuncoro, salah satu korban, meninggal dunia pagi tadi.","jakarta: letnan satu sri tigo kuncoro, satu dari empat korban penembakan di senayan, jakarta pusat, meninggal dunia di rumah sakit pusat angkatan darat gatot soebroto, jakarta pusat, senin ( 25/4 ) sekitar pukul 10. 15 wib. sri meninggal karena mengalami pendarahan. menurut kepala penerangan komando daerah militer jaya letnan kolonel apang sopandi, sri adalah salah satu korban yang tertembak di bagian paha. dari rspad gatot soebroto, jenazah korban disemayamkan di rumah duka di jalan manggarai utara i nomor 16b, jakarta selatan. rencananya, jenazah sri dimakamkan di tempat pemakaman umum menteng pulo, jakarta. sementara terhadap bc, prajurit tni yang menjadi tersangka kasus ini, polisi militer kodam jaya akan mendatangkan psikiater. sebab, dari hasil pemeriksaan sementara, bc yang berpangkat prajurit kepala ( praka ) diduga mengalami gangguan psikologis saat bertugas mengamankankan konferensi tingkat tinggi asia-afrika. panglima kodam jaya mayor jenderal tni agustadi sasongko purnomo juga menduga bc stres setelah mengamankan ktt asia-afrika sejak 19 april silam. "" di samping itu, karena mungkin ada masalah sendiri yang tidak bisa terpecahkan, "" kata agustadi. peristiwa terjadi setelah para anggota tni beristirahat selepas makan malam. mereka berkumpul di tenda barak peleton penjagaan pengamanan ktt aa di sekitar stadion renang, gelora bung karno. tak lama berselang, bc yang tadinya terlihat tidur, tiba-tiba bangkit. dengan senjata api jenis ss-i, bc langsung melepaskan tembakan secara membabi-buta. selain sri tigo, tiga rekan bc terkapar, yaitu sersan dua amin maskur, praka mulyanto, dan sersan dua heru [ baca: pelaku penembakan sesama tni diduga stres ]. ( sid/noviar jamal dan teguh dwi hartono ).",107,"lettu sri tigo kuncoro, satu dari empat korban penembakan di senayan, jakpus, meninggal dunia di rspad gatot soebroto. praka bc diduga stres setelah mengamankan ktt asia - afrika."
"sebanyak 32 dari 167 warga yang menjadi korban keracunan di desa maja utara, majalengka, jabar, masih dirawat di puskesmas maja. mereka keracunan setelah menyantap berbagai makanan di acara syukuran.","majalengka: sebanyak 32 dari 167 warga yang menjadi korban keracunan di desa maja utara, majalengka, jawa barat, senin ( 25/4 ) siang, masih dirawat di pusat kesehatan masyarakat ( puskesmas ) maja. mereka menderita keracunan sejak jumat silam setelah mengkonsumsi berbagai makanan, seperti nasi kuning, pada acara syukuran kelahiran seorang anak di rumah seorang warga desa setempat. salah satu korban keracunan adalah ibu i ah, tuan rumah acara syukuran. setelah menyantap makanan, warga mengaku menderita mual-mual, pusing, muntah, dan buang air besar. pihak dinas kesehatan majalengka sampai sekarang masih menyelidiki peristiwa ini. menurut kepala seksi pengamatan dan pencegahan penyakit menular dinkes majalengka agus susanto, penyebab keracunan diduga berasal dari sejenis bakteri clostridium botulinum, salmonella dan shigellosis yang berasal dari makanan yang dikonsumsi. agus menambahkan, dari gejala keracunan masa inkubasi bakteri lebih dari 14 jam. ( ziz/ridwan pamungkas ).",108,"sebanyak 32 dari 167 warga yang menjadi korban keracunan di desa maja utara, majalengka, jabar, masih dirawat di puskesmas maja. mereka keracunan setelah menyantap nasi kuning pada acara syukuran."
puluhan pengikut falun gong dari seluruh indonesia melakukan berdemonstrasi damai di depan kedubes rrc di jakarta. mereka mengimbau pemerintah cina menghentikan penganiayaan pengikut falun gong.,"jakarta: puluhan pengikut falun gong dari seluruh indonesia melakukan aksi damai di depan kedutaan besar republik rakyat cina untuk indonesia di jakarta, senin ( 25/4 ). mereka mengimbau pemerintah rrc menghentikan penganiayaan, penindasan, dan pelarangan terhadap pengikut falun gong di negeri tirai bambu. demonstrasi ini sengaja dilakukan saat presiden cina hu jintao dan para pemimpin negara sedang mengikuti konferensi tingkat tinggi ( ktt ) asia-afrika yang berakhir sabtu silam. pengunjuk rasa berharap dunia dapat membuka mata terhadap penyiksaan lebih dari 100. 000 praktisi falun gong di rrc. seorang pengikut falun gong mengaku tidak mau memasuki wilayah politik karena falun gong hanya aktivitas olah tubuh dan jiwa yang mengajarkan kesejatian diri manusia, kebaikan dan kesabaran. namun, pesatnya jumlah pengikut falun gong di rrc membuat pemerintah khawatir sehingga mengeluarkan larangan penyebaran falun gong. sebenarnya aksi ini sudah dilakukan sejak lima tahun terakhir atau sejak presiden cina ziang zemin menindas praktisi falun gong di cina. dengan aksi seperti ini, mereka meminta pemerintah cina di bawah pimpinan hu jintao dapat menegakkan hak asasi para praktisi falun gong. sabtu silam, sekitar seratus lebih pengikut aliran falun gong juga berunjuk rasa memanfaatkan perhelatan ktt asia-afrika di jakarta. mereka menyampaikan imbauan serupa serupa kepada pemerintah negeri tirai bambu [ baca: pengikut falun gong berunjuk rasa ]. ( ziz/dewi puspita dan erwin arief ).",109,puluhan pengikut falun gong dari seluruh indonesia melakukan aksi damai di depan kedutaan besar republik rakyat cina untuk indonesia di jakarta. mereka mengimbau pemerintah cina menghentikan penganiayaan.
komisi pemilihan umum memang agak terlambat memberikan tanggapan soal hasil audit ivestigasi bpk yang menemukan sejumlah penyelewengan di kpu. ketua kpu mengaku baru menerima hasi audit bpk tadi pagi.,"jakarta: ketua komisi pemilihan umum nazaruddin sjamsuddin masih mempelajari laporan audit badan pemeriksa keuangan. dia mengakui kpu agak lambat memberi tanggapan terhadap laporan audit bpk soal indikasi penyelewengan dana pemilihan umum di kpu. "" orang saya baru terima hari ini. bagaimana saya mau klarifikasi, "" kata dia kepada pers di jakarta, senin ( 25/4 ). nazaruddin menyatakan, seharusnya kpu mengadakan keterangan pers untuk menanggapi laporan bpk agar kpu tidak dianggap menerima isi laporan itu. namun, ini terhambat oleh penahanan mulyana wira kusumah, anggota kpu yang ditahan karena diduga menyuap seorang pegawai bpk. sebelumnya, anggota kpu valina singka subekti mengatakan kpu akan memberikan keterangan pers hari ini. namun, acara ini ditunda besok, pukul 13. 00 wib [ baca: mulyana siap membela kpu di dpr ]. di tempat terpisah ketua bpk anwar nasution menegaskan, hasil audit investigasi bpk sudah sesuai prosedur. karena itu, dia mempersilakan kpu untuk menanggapi audit bpk [ baca: rp 90 miliar penyimpangan pada pemilu legislatif ]. sementara, komisi pemberantasan korupsi ( kpk ) kembali memeriksa mulyana di rumah tahanan salemba, jakarta pusat, pukul 13. 30 wib. pengacara mulyana, sirra prayuna mengatakan ini adalah pemeriksaan lanjutan. pemeriksaan yang sedianya dimulai pukul 10. 00 wib ini masih berlangsung sampai sekarang. menurut rencana, mulyana diperiksa di kantor kpk, namun batal karena kpk juga sedang memeriksa mubari, salah satu saksi kasus penyuapan. hingga kini, mubari masih diperiksa kpk. staf wakil sekretaris jenderal kpu sussongko suhardjo ini datang membawa barang bukti berupa kuitansi uang pinjaman. namun, dia enggan menjelaskan asal dana yang tertera di kuitansi itu. mubari tiba di kantor kpk, jalan veteran, jakarta pusat, pukul 11. 30 wib. dia didampingi kuasa hukumnya eric paat. dalam keterangan sebelumnya, menurut mulyana, mubari yang mengatakan bahwa khariansyah mau membantu agar audit investigasi bpk tak berdampak negatif terhadap panitia pengadaan kotak suara kpu dengan imbalan rp 300 juta [ baca: mulyana merasa dijebak ]. ( tna/tim liputan 6 sctv ).",110,ketua kpu nazaruddin sjamsuddin masih mempelajari laporan audit bpk soal indikasi penyelewengan dana pemilu di kpu. ketua bpk anwar nasution menegaskan hasil audit investigasi bpk sudah sesuai prosedur.
"sesama pengunjung sidang pembunuhan dengan terdakwa nur hasan di pengadilan negeri lamongan, jatim, saling tinju tanpa alasan yang jelas. diduga ada pihak-pihak yang memprovokasi perkelahian massa.","lamongan: bentrokan kembali mewarnai sidang kasus pembunuhan dengan terdakwa nur hasan di pengadilan negeri lamongan, jawa timur, senin ( 25/4 ). kali ini, para pengunjung baku hantam tanpa alasan yang jelas. hingga kini, penyebab perkelahian belum diketahui. semula sidang kelima kasus bermotif penipuan berlangsung tertib. majelis hakim yang dipimpin mariam mendengarkan keterangan empat saksi, termasuk eni setianingrum, istri nur hasan. sidang dihadiri para pengunjung yang kebanyakan datang untuk mengetahui kasus pembunuhan ini. namun, tiba-tiba suasana di luar ruangan sidang berubah kacau. antara pengunjung saling tinju dan menyerang. personel kepolisian resor lamongan berusaha melerai dan bahkan sempat menjadi sasaran amuk massa. diduga ada pihak-pihak tertentu yang sengaja menyulut kemarahan pengunjung. namun, massa berhasil dikendalikan polisi. akhirnya, ketua majelis hakim menunda sidang hingga pekan depan dengan agenda mendengarkan tuntutan jaksa. saat dikawal keluar ruangan sidang, nur hasan diteriaki dan dimaki sejumlah pengunjung. nur hasan diseret ke pengadilan karena membunuh tiga rekan bisnisnya, beberapa waktu silam. para korban yang dibantai telah memberi dia uang ratusan juta rupiah agar kaya. salah satu mayat korban dikubur di dalam rumahnya [ baca: tumbal saudagar emas dari lamongan ]. pekan silam, keributan terjadi antara polisi dan pengunjung sidang. ribut-ribut disulut seorang pengunjung yang memprovokasi rekan-rekannya untuk memaksa masuk ruang sidang. pria yang diduga provokator langsung diciduk [ baca: bentrokan di sidang nur hasan ]. ( tna/mohamad khodim ).",111,"perkelahian kembali terjadi di luar ruangan sidang kasus pembunuhan dengan terdakwa nur hasan di pengadilan negeri lamongan, jatim. penyebab perkelahian diduga ada pihak - pihak tertentu yang sengaja menyulut kemarahan pengunjung."
